sentence_id	token_id	token	bio_ner_tag
1113	14	-	I-DATE
1113	15	old	I-DATE
1113	16	power	O
1113	17	hitter	O
1113	18	in	O
1113	19	the	O
1113	20	second	B-ORDINAL
1113	21	round	O
1113	22	at	O
1113	23	Wimbledon	B-EVENT
1113	24	and	O
1113	25	their	O
1113	26	rubber	O
1113	27	match	O
1113	28	in	O
1113	29	New	B-GPE
1113	30	York	I-GPE
1113	31	could	O
1113	32	provide	O
1113	33	some	O
1113	34	first	B-DATE
1113	35	-	I-DATE
1113	36	week	I-DATE
1113	37	fireworks	O
1113	38	.	O
1114	0	While	O
1114	1	only	O
1114	2	a	O
1114	3	stunning	O
1114	4	upset	O
1114	5	will	O
1114	6	keep	O
1114	7	Graf	B-PERSON
1114	8	from	O
1114	9	sailing	O
1114	10	through	O
1114	11	to	O
1114	12	a	O
1114	13	predictable	O
1114	14	semifinal	O
1114	15	showdown	O
1114	16	with	O
1114	17	third	B-ORDINAL
1114	18	seed	O
1114	19	Arantxa	B-PERSON
1114	20	Sanchez	I-PERSON
1114	21	Vicario	I-PERSON
1114	22	,	O
1114	23	the	O
1114	24	German	B-NORP
1114	25	star	O
1114	26	could	O
1114	27	also	O
1114	28	be	O
1114	29	tested	O
1114	30	in	O
1114	31	the	O
1114	32	third	B-ORDINAL
1114	33	round	O
1114	34	where	O
1114	35	she	O
1114	36	will	O
1114	37	probably	O
1114	38	face	O
1114	39	28th	O
1114	40	-	O
1114	41	ranked	O
1114	42	veteran	O
1114	43	Natasha	B-PERSON
1114	44	Zvereva	I-PERSON
1114	45	of	O
1114	46	Belarus	B-GPE
1114	47	.	O
1115	0	There	O
1115	1	will	O
1115	2	be	O
1115	3	no	O
1115	4	repeat	O
1115	5	of	O
1115	6	last	B-DATE
1115	7	year	I-DATE
1115	8	's	I-DATE
1115	9	men	O
1115	10	's	O
1115	11	final	O
1115	12	with	O
1115	13	eighth	B-ORDINAL
1115	14	-	O
1115	15	ranked	O
1115	16	Andre	O
1115	17	Agassi	O
1115	18	landing	O
1115	19	in	O
1115	20	Sampras	B-ORG
1115	21	's	I-ORG
1115	22	half	I-ORG
1115	23	of	O
1115	24	the	O
1115	25	draw	O
1115	26	.	O
1116	0	Bumping	B-PERSON
1116	1	Agassi	I-PERSON
1116	2	up	O
1116	3	to	O
1116	4	the	O
1116	5	sixth	B-ORDINAL
1116	6	seeding	O
1116	7	avoided	O
1116	8	the	O
1116	9	possibility	O
1116	10	that	O
1116	11	he	O
1116	12	would	O
1116	13	run	O
1116	14	into	O
1116	15	Sampras	B-PERSON
1116	16	as	O
1116	17	early	O
1116	18	as	O
1116	19	the	O
1116	20	quarter	O
1116	21	-	O
1116	22	finals	O
1116	23	,	O
1116	24	but	O
1116	25	they	O
1116	26	could	O
1116	27	lock	O
1116	28	horns	O
1116	29	in	O
1116	30	the	O
1116	31	semis	B-ORG
1116	32	.	O
1117	0	Olympic	O
1117	1	champion	O
1117	2	Agassi	B-PERSON
1117	3	meets	O
1117	4	Karim	B-PERSON
1117	5	Alami	I-PERSON
1117	6	of	O
1117	7	Morocco	B-GPE
1117	8	in	O
1117	9	the	O
1117	10	first	B-ORDINAL
1117	11	round	O
1117	12	.	O
1118	0	Surprise	O
1118	1	second	B-ORDINAL
1118	2	seed	O
1118	3	Michael	B-PERSON
1118	4	Chang	I-PERSON
1118	5	,	O
1118	6	ranked	O
1118	7	third	B-ORDINAL
1118	8	in	O
1118	9	the	O
1118	10	world	O
1118	11	,	O
1118	12	opens	O
1118	13	against	O
1118	14	Czech	B-NORP
1118	15	Daniel	B-PERSON
1118	16	Vacek	I-PERSON
1118	17	,	O
1118	18	while	O
1118	19	women	O
1118	20	's	O
1118	21	second	B-ORDINAL
1118	22	seed	O
1118	23	Monica	B-PERSON
1118	24	Seles	I-PERSON
1118	25	drew	O
1118	26	American	B-PERSON
1118	27	Anne	I-PERSON
1118	28	Miller	I-PERSON
1118	29	as	O
1118	30	her	O
1118	31	first	B-ORDINAL
1118	32	victim	O
1118	33	.	O
1119	0	Second	B-ORDINAL
1119	1	-	O
1119	2	ranked	O
1119	3	Austrian	B-NORP
1119	4	Thomas	B-PERSON
1119	5	Muster	I-PERSON
1119	6	,	O
1119	7	who	O
1119	8	was	O
1119	9	seeded	O
1119	10	third	B-ORDINAL
1119	11	,	O
1119	12	did	O
1119	13	not	O
1119	14	have	O
1119	15	the	O
1119	16	luck	O
1119	17	of	O
1119	18	the	O
1119	19	draw	O
1119	20	with	O
1119	21	him	O
1119	22	.	O
1120	0	In	O
1120	1	the	O
1120	2	first	B-ORDINAL
1120	3	round	O
1120	4	Muster	B-ORG
1120	5	faces	O
1120	6	American	B-ORG
1120	7	Richey	I-ORG
1120	8	Reneberg	I-ORG
1120	9	,	O
1120	10	who	O
1120	11	has	O
1120	12	been	O
1120	13	playing	O
1120	14	some	O
1120	15	of	O
1120	16	the	O
1120	17	best	O
1120	18	tennis	O
1120	19	of	O
1120	20	his	O
1120	21	career	O
1120	22	of	O
1120	23	late	O
1120	24	.	O
1121	0	If	O
1121	1	he	O
1121	2	survives	O
1121	3	,	O
1121	4	Muster	B-ORG
1121	5	is	O
1121	6	seeded	O
1121	7	to	O
1121	8	run	O
1121	9	into	O
1121	10	either	O
1121	11	fifth	B-ORDINAL
1121	12	-	O
1121	13	seeded	O
1121	14	Wimbledon	B-EVENT
1121	15	champion	O
1121	16	Richard	B-PERSON
1121	17	Krajicek	I-PERSON
1121	18	of	O
1121	19	the	O
1121	20	Netherlands	B-GPE
1121	21	or	O
1121	22	12th	O
1121	23	-	O
1121	24	seeded	O
1121	25	American	B-NORP
1121	26	Todd	B-PERSON
1121	27	Martin	I-PERSON
1121	28	in	O
1121	29	the	O
1121	30	quarter	O
1121	31	-	O
1121	32	finals	O
1121	33	in	O
1121	34	Chang	B-PERSON
1121	35	's	O
1121	36	half	B-CARDINAL
1121	37	of	O
1121	38	the	O
1121	39	draw	O
1121	40	.	O
1122	0	Perhaps	O
1122	1	the	O
1122	2	best	O
1122	3	,	O
1122	4	yet	O
1122	5	most	O
1122	6	unfortunate	O
1122	7	,	O
1122	8	first	B-ORDINAL
1122	9	-	O
1122	10	round	O
1122	11	matchup	O
1122	12	of	O
1122	13	the	O
1122	14	men	O
1122	15	's	O
1122	16	competition	O
1122	17	pits	O
1122	18	eighth	B-ORDINAL
1122	19	seed	O
1122	20	Jim	B-PERSON
1122	21	Courier	I-PERSON
1122	22	against	O
1122	23	retiring	O
1122	24	star	O
1122	25	Stefan	B-PERSON
1122	26	Edberg	I-PERSON
1122	27	.	O
1123	0	The	O
1123	1	popular	O
1123	2	Swede	B-LOC
1123	3	is	O
1123	4	playing	O
1123	5	his	O
1123	6	final	O
1123	7	major	O
1123	8	tournament	O
1123	9	next	B-DATE
1123	10	week	I-DATE
1123	11	and	O
1123	12	the	O
1123	13	two	B-CARDINAL
1123	14	-	O
1123	15	time	O
1123	16	champion	O
1123	17	's	O
1123	18	Grand	B-ORG
1123	19	Slam	I-ORG
1123	20	farewell	O
1123	21	could	O
1123	22	well	O
1123	23	be	O
1123	24	a	O
1123	25	one	B-CARDINAL
1123	26	-	O
1123	27	match	O
1123	28	affair	O
1123	29	.	O
1124	0	With	O
1124	1	the	O
1124	2	exception	O
1124	3	of	O
1124	4	a	O
1124	5	Philippoussis	O
1124	6	showdown	O
1124	7	,	O
1124	8	Sampras	B-PERSON
1124	9	looks	O
1124	10	to	O
1124	11	have	O
1124	12	landed	O
1124	13	in	O
1124	14	a	O
1124	15	comfortable	O
1124	16	quarter	B-DATE
1124	17	of	O
1124	18	the	O
1124	19	draw	O
1124	20	with	O
1124	21	the	O
1124	22	likes	O
1124	23	of	O
1124	24	Frenchman	B-NORP
1124	25	Cedric	B-PERSON
1124	26	Pioline	I-PERSON
1124	27	and	O
1124	28	ailing	O
1124	29	French	B-NORP
1124	30	Open	O
1124	31	champion	O
1124	32	Yevgeny	B-PERSON
1124	33	Kafelnikov	I-PERSON
1124	34	,	O
1124	35	who	O
1124	36	is	O
1124	37	nursing	O
1124	38	a	O
1124	39	rib	O
1124	40	injury	O
1124	41	,	O
1124	42	in	O
1124	43	his	O
1124	44	path	O
1124	45	.	O
1125	0	Seles	O
1125	1	,	O
1125	2	runner	O
1125	3	-	O
1125	4	up	O
1125	5	to	O
1125	6	Graf	B-GPE
1125	7	last	B-DATE
1125	8	year	I-DATE
1125	9	,	O
1125	10	is	O
1125	11	seeded	O
1125	12	to	O
1125	13	run	O
1125	14	into	O
1125	15	fifth	B-ORDINAL
1125	16	-	O
1125	17	ranked	O
1125	18	German	B-NORP
1125	19	Anke	O
1125	20	Huber	O
1125	21	in	O
1125	22	the	O
1125	23	quarter	O
1125	24	-	O
1125	25	finals	O
1125	26	with	O
1125	27	fourth	B-ORDINAL
1125	28	seed	O
1125	29	Conchita	B-PERSON
1125	30	Martinez	I-PERSON
1125	31	or	O
1125	32	eighth	B-ORDINAL
1125	33	-	O
1125	34	seeded	O
1125	35	Olympic	O
1125	36	champion	O
1125	37	Lindsay	B-PERSON
1125	38	Davenport	I-PERSON
1125	39	looking	O
1125	40	like	O
1125	41	her	O
1125	42	most	O
1125	43	likely	O
1125	44	semifinal	O
1125	45	opponents	O
1125	46	.	O
1126	0	But	O
1126	1	Huber	O
1126	2	will	O
1126	3	be	O
1126	4	tested	O
1126	5	immediately	O
1126	6	with	O
1126	7	a	O
1126	8	first	B-ORDINAL
1126	9	-	O
1126	10	round	O
1126	11	encounter	O
1126	12	against	O
1126	13	dangerous	O
1126	14	18th	B-ORDINAL
1126	15	-	O
1126	16	ranked	O
1126	17	South	B-NORP
1126	18	African	I-NORP
1126	19	Amanda	O
1126	20	Coetzer	O
1126	21	.	O
1127	0	Sanchez	B-PERSON
1127	1	Vicario	I-PERSON
1127	2	,	O
1127	3	runner	O
1127	4	-	O
1127	5	up	O
1127	6	to	O
1127	7	Graf	B-PERSON
1127	8	at	O
1127	9	the	B-EVENT
1127	10	French	I-EVENT
1127	11	Open	I-EVENT
1127	12	and	O
1127	13	Wimbledon	B-GPE
1127	14	,	O
1127	15	begins	O
1127	16	play	O
1127	17	against	O
1127	18	a	O
1127	19	qualifier	O
1127	20	in	O
1127	21	a	B-DATE
1127	22	quarter	I-DATE
1127	23	of	O
1127	24	the	O
1127	25	draw	O
1127	26	that	O
1127	27	includes	O
1127	28	young	O
1127	29	talent	O
1127	30	Martina	B-PERSON
1127	31	Hingis	I-PERSON
1127	32	,	O
1127	33	the	O
1127	34	16th	B-ORDINAL
1127	35	seed	O
1127	36	,	O
1127	37	before	O
1127	38	a	O
1127	39	probable	O
1127	40	quarter	B-DATE
1127	41	-	O
1127	42	final	O
1127	43	clash	O
1127	44	with	O
1127	45	seventh	B-ORDINAL
1127	46	-	O
1127	47	seeded	O
1127	48	veteran	O
1127	49	Jana	B-PERSON
1127	50	Novotna	I-PERSON
1127	51	.	O
1128	0	Martinez	B-PERSON
1128	1	begins	O
1128	2	play	O
1128	3	against	O
1128	4	Ruxandra	B-PERSON
1128	5	Dragomir	I-PERSON
1128	6	of	O
1128	7	Romania	B-GPE
1128	8	.	O
1129	0	--	B-PERSON
1129	1	Sydney	I-PERSON
1129	2	Newsroom	I-PERSON
1129	3	61	I-PERSON
1129	4	-	I-PERSON
1129	5	2	I-PERSON
1129	6	9373	I-PERSON
1129	7	-	I-PERSON
1129	8	1800	I-PERSON
1130	0	RTRS	O
1130	1	-	O
1130	2	Tennis	O
1130	3	-	O
1130	4	Muster	O
1130	5	upset	O
1130	6	,	O
1130	7	Philippoussis	O
1130	8	wins	O
1130	9	,	O
1130	10	Stoltenberg	B-PERSON
1130	11	loses	O
1130	12	.	O
1131	0	TORONTO	O
1131	1	1996	B-DATE
1131	2	-	I-DATE
1131	3	08	I-DATE
1131	4	-	I-DATE
1131	5	21	I-DATE
1132	0	Top	O
1132	1	-	O
1132	2	seeded	O
1132	3	Thomas	B-PERSON
1132	4	Muster	I-PERSON
1132	5	of	O
1132	6	Austria	B-GPE
1132	7	was	O
1132	8	beaten	O
1132	9	6	B-CARDINAL
1132	10	-	O
1132	11	3	O
1132	12	7	O
1132	13	-	O
1132	14	5	O
1132	15	by	O
1132	16	123rd	B-ORDINAL
1132	17	-	O
1132	18	ranked	O
1132	19	Daniel	B-PERSON
1132	20	Nestor	I-PERSON
1132	21	of	O
1132	22	Canada	B-GPE
1132	23	on	O
1132	24	Wednesday	B-DATE
1132	25	in	O
1132	26	his	O
1132	27	first	B-ORDINAL
1132	28	match	O
1132	29	of	O
1132	30	the	O
1132	31	$	B-MONEY
1132	32	2	I-MONEY
1132	33	million	I-MONEY
1132	34	Canadian	O
1132	35	Open	O
1132	36	.	O
1133	0	A	O
1133	1	lefthander	O
1133	2	with	O
1133	3	a	O
1133	4	strong	O
1133	5	serve	O
1133	6	,	O
1133	7	Nestor	B-PERSON
1133	8	kept	O
1133	9	the	O
1133	10	rallies	O
1133	11	short	O
1133	12	by	O
1133	13	constantly	O
1133	14	attacking	O
1133	15	the	O
1133	16	net	O
1133	17	and	O
1133	18	the	O
1133	19	tactic	O
1133	20	worked	O
1133	21	in	O
1133	22	the	O
1133	23	second	B-ORDINAL
1133	24	-	O
1133	25	round	O
1133	26	match	O
1133	27	against	O
1133	28	Muster	B-ORG
1133	29	,	O
1133	30	playing	O
1133	31	his	O
1133	32	first	B-ORDINAL
1133	33	match	O
1133	34	after	O
1133	35	receiving	O
1133	36	a	O
1133	37	first	B-ORDINAL
1133	38	-	O
1133	39	round	O
1133	40	bye	O
1133	41	along	O
1133	42	with	O
1133	43	the	O
1133	44	other	O
1133	45	top	O
1133	46	eight	B-CARDINAL
1133	47	seeds	O
1133	48	.	O
1134	0	The	O
1134	1	tournament	O
1134	2	also	O
1134	3	lost	O
1134	4	its	O
1134	5	second	B-ORDINAL
1134	6	seed	O
1134	7	on	O
1134	8	the	B-DATE
1134	9	third	I-DATE
1134	10	day	I-DATE
1134	11	of	O
1134	12	play	O
1134	13	when	O
1134	14	second	B-ORDINAL
1134	15	-	O
1134	16	seeded	O
1134	17	Goran	B-PERSON
1134	18	Ivanisevic	I-PERSON
1134	19	of	O
1134	20	Croatia	B-GPE
1134	21	was	O
1134	22	beaten	O
1134	23	6	B-CARDINAL
1134	24	-	O
1134	25	7(3	O
1134	26	-	O
1134	27	7	O
1134	28	)	O
1134	29	6	B-CARDINAL
1134	30	-	O
1134	31	4	O
1134	32	6	O
1134	33	-	O
1134	34	4	O
1134	35	by	O
1134	36	unseeded	O
1134	37	Mikael	B-PERSON
1134	38	Tillstrom	I-PERSON
1134	39	of	O
1134	40	Sweden	B-GPE
1134	41	.	O
1135	0	Other	O
1135	1	seeded	O
1135	2	players	O
1135	3	advancing	O
1135	4	were	O
1135	5	number	O
1135	6	three	B-CARDINAL
1135	7	Wayne	B-PERSON
1135	8	Ferreira	I-PERSON
1135	9	of	O
1135	10	South	B-GPE
1135	11	Africa	I-GPE
1135	12	,	O
1135	13	number	O
1135	14	four	B-CARDINAL
1135	15	Marcelo	B-ORG
1135	16	Rios	I-ORG
1135	17	of	I-ORG
1135	18	Chile	I-ORG
1135	19	,	O
1135	20	number	O
1135	21	six	B-CARDINAL
1135	22	MaliVai	B-ORG
1135	23	Washington	O
1135	24	of	O
1135	25	the	B-GPE
1135	26	United	I-GPE
1135	27	States	I-GPE
1135	28	and	O
1135	29	American	B-NORP
1135	30	Todd	B-PERSON
1135	31	Martin	I-PERSON
1135	32	,	O
1135	33	the	O
1135	34	seventh	B-ORDINAL
1135	35	seeed	O
1135	36	.	O
1136	0	Eighth	B-ORDINAL
1136	1	seed	O
1136	2	Marc	B-PERSON
1136	3	Rosset	I-PERSON
1136	4	of	O
1136	5	Switzerland	B-GPE
1136	6	was	O
1136	7	eliminated	O
1136	8	in	O
1136	9	a	O
1136	10	one	B-TIME
1136	11	hour	I-TIME
1136	12	,	O
1136	13	55	B-TIME
1136	14	minute	I-TIME
1136	15	battle	O
1136	16	by	O
1136	17	unseeded	O
1136	18	Mark	B-PERSON
1136	19	Philippoussis	I-PERSON
1136	20	of	O
1136	21	Australia	B-GPE
1136	22	.	O
1137	0	Philippoussis	O
1137	1	saved	O
1137	2	a	O
1137	3	match	O
1137	4	point	O
1137	5	at	O
1137	6	5	B-CARDINAL
1137	7	-	I-CARDINAL
1137	8	6	I-CARDINAL
1137	9	in	O
1137	10	the	O
1137	11	third	B-ORDINAL
1137	12	-	O
1137	13	set	O
1137	14	tie	O
1137	15	break	O
1137	16	before	O
1137	17	winning	O
1137	18	6	B-CARDINAL
1137	19	-	I-CARDINAL
1137	20	3	I-CARDINAL
1137	21	3	O
1137	22	-	O
1137	23	6	O
1137	24	7	O
1137	25	-	O
1137	26	6	O
1137	27	(	O
1137	28	8	O
1137	29	-	O
1137	30	6	O
1137	31	)	O
1137	32	.	O
1138	0	Philippoussis	O
1138	1	's	O
1138	2	compatriot	O
1138	3	,	O
1138	4	13th	O
1138	5	seed	O
1138	6	Jason	B-PERSON
1138	7	Stoltenberg	I-PERSON
1138	8	,	O
1138	9	was	O
1138	10	not	O
1138	11	as	O
1138	12	fortunate	O
1138	13	.	O
1139	0	He	O
1139	1	held	O
1139	2	one	B-CARDINAL
1139	3	match	O
1139	4	point	O
1139	5	at	O
1139	6	9	B-CARDINAL
1139	7	-	I-CARDINAL
1139	8	8	I-CARDINAL
1139	9	in	O
1139	10	a	O
1139	11	marathon	O
1139	12	third	B-ORDINAL
1139	13	-	O
1139	14	set	O
1139	15	tie	O
1139	16	break	O
1139	17	but	O
1139	18	was	O
1139	19	beaten	O
1139	20	5	B-CARDINAL
1139	21	-	O
1139	22	7	O
1139	23	7	O
1139	24	-	O
1139	25	6	O
1139	26	(	O
1139	27	7	O
1139	28	-	O
1139	29	1	O
1139	30	)	O
1139	31	7	B-CARDINAL
1139	32	-	O
1139	33	6	O
1139	34	(	O
1139	35	13	B-DATE
1139	36	-	I-DATE
1139	37	11	I-DATE
1139	38	)	O
1139	39	by	O
1139	40	unseeded	O
1139	41	Daniel	B-PERSON
1139	42	Vacek	I-PERSON
1139	43	of	O
1139	44	the	B-GPE
1139	45	Czech	I-GPE
1139	46	Republic	I-GPE
1139	47	.	O
1140	0	""""	O
1140	1	I	O
1140	2	knew	O
1140	3	I	O
1140	4	had	O
1140	5	to	O
1140	6	serve	O
1140	7	well	O
1140	8	and	O
1140	9	keep	O
1140	10	the	O
1140	11	points	O
1140	12	short	O
1140	13	and	O
1140	14	that	O
1140	15	's	O
1140	16	what	O
1140	17	I	O
1140	18	was	O
1140	19	able	O
1140	20	to	O
1140	21	do	O
1140	22	,	O
1140	23	""""	O
1140	24	said	O
1140	25	Nestor	B-PERSON
1140	26	,	O
1140	27	who	O
1140	28	ranks	O
1140	29	10th	B-ORDINAL
1140	30	in	O
1140	31	doubles	O
1140	32	.	O
1141	0	There	O
1141	1	were	O
1141	2	only	B-CARDINAL
1141	3	two	I-CARDINAL
1141	4	service	O
1141	5	breaks	O
1141	6	in	O
1141	7	the	O
1141	8	match	O
1141	9	.	O
1142	0	The	O
1142	1	lanky	O
1142	2	Canadian	B-NORP
1142	3	broke	O
1142	4	Muster	O
1142	5	at	O
1142	6	4	B-CARDINAL
1142	7	-	I-CARDINAL
1142	8	3	I-CARDINAL
1142	9	in	O
1142	10	the	O
1142	11	first	B-ORDINAL
1142	12	set	O
1142	13	and	O
1142	14	5	B-CARDINAL
1142	15	-	I-CARDINAL
1142	16	5	I-CARDINAL
1142	17	in	O
1142	18	the	O
1142	19	second	B-ORDINAL
1142	20	before	O
1142	21	ending	O
1142	22	the	O
1142	23	match	O
1142	24	on	O
1142	25	his	O
1142	26	third	B-ORDINAL
1142	27	match	O
1142	28	point	O
1142	29	when	O
1142	30	the	O
1142	31	Austrian	B-NORP
1142	32	hit	O
1142	33	a	O
1142	34	service	O
1142	35	return	O
1142	36	long	O
1142	37	.	O
1143	0	""""	O
1143	1	I	O
1143	2	probably	O
1143	3	did	O
1143	4	n't	O
1143	5	hit	O
1143	6	five	B-CARDINAL
1143	7	ground	O
1143	8	strokes	O
1143	9	in	O
1143	10	the	O
1143	11	whole	O
1143	12	match	O
1143	13	,	O
1143	14	""""	O
1143	15	said	O
1143	16	Muster	B-ORG
1143	17	,	O
1143	18	only	O
1143	19	partly	O
1143	20	joking	O
1143	21	.	O
1143	22	""""	O
1144	0	The	O
1144	1	way	O
1144	2	he	O
1144	3	was	O
1144	4	chipping	O
1144	5	and	O
1144	6	charging	O
1144	7	and	O
1144	8	serving	O
1144	9	and	O
1144	10	volleying	O
1144	11	I	O
1144	12	did	O
1144	13	n't	O
1144	14	really	O
1144	15	get	O
1144	16	my	O
1144	17	timing	O
1144	18	playing	O
1144	19	from	O
1144	20	the	O
1144	21	baseline	O
1144	22	.	O
1144	23	""""	O
1145	0	""""	O
1145	1	He	O
1145	2	played	O
1145	3	a	O
1145	4	good	O
1145	5	match	O
1145	6	,	O
1145	7	took	O
1145	8	a	O
1145	9	few	O
1145	10	chances	O
1145	11	,	O
1145	12	and	O
1145	13	every	O
1145	14	time	O
1145	15	he	O
1145	16	was	O
1145	17	down	O
1145	18	he	O
1145	19	was	O
1145	20	able	O
1145	21	to	O
1145	22	come	O
1145	23	up	O
1145	24	with	O
1145	25	a	O
1145	26	big	O
1145	27	first	B-ORDINAL
1145	28	serve	O
1145	29	.	O
1145	30	""""	O
1146	0	Playing	O
1146	1	at	O
1146	2	night	B-TIME
1146	3	was	O
1146	4	not	O
1146	5	Muster	B-ORG
1146	6	's	O
1146	7	preference	O
1146	8	.	O
1146	9	""""	O
1147	0	I	O
1147	1	asked	O
1147	2	for	O
1147	3	a	O
1147	4	day	O
1147	5	match	O
1147	6	and	O
1147	7	they	O
1147	8	gave	O
1147	9	me	O
1147	10	a	O
1147	11	night	O
1147	12	match	O
1147	13	,	O
1147	14	""""	O
1147	15	he	O
1147	16	said	O
1147	17	.	O
1147	18	""""	O
1148	0	I	O
1148	1	do	O
1148	2	n't	O
1148	3	like	O
1148	4	playing	O
1148	5	under	O
1148	6	the	O
1148	7	lights	O
1148	8	but	O
1148	9	maybe	O
1148	10	it	O
1148	11	would	O
1148	12	not	O
1148	13	have	O
1148	14	made	O
1148	15	any	O
1148	16	difference	O
1148	17	.	O
1148	18	""""	O
1149	0	Ivanisevic	B-ORG
1149	1	rallied	O
1149	2	from	O
1149	3	a	O
1149	4	2	B-CARDINAL
1149	5	-	O
1149	6	5	O
1149	7	deficit	O
1149	8	in	O
1149	9	the	O
1149	10	first	B-ORDINAL
1149	11	set	O
1149	12	but	O
1149	13	then	O
1149	14	played	O
1149	15	erratically	O
1149	16	against	O
1149	17	the	O
1149	18	44th	B-ORDINAL
1149	19	-	O
1149	20	ranked	O
1149	21	Tillstrom	O
1149	22	,	O
1149	23	who	O
1149	24	was	O
1149	25	a	O
1149	26	surprise	O
1149	27	winner	O
1149	28	over	O
1149	29	his	O
1149	30	famous	O
1149	31	compatriot	O
1149	32	Stefan	B-PERSON
1149	33	Edberg	I-PERSON
1149	34	in	O
1149	35	the	O
1149	36	second	B-ORDINAL
1149	37	round	O
1149	38	at	O
1149	39	Wimbledon	B-GPE
1149	40	.	O
1150	0	Ivanisevic	B-ORG
1150	1	hit	O
1150	2	32	B-CARDINAL
1150	3	aces	O
1150	4	but	O
1150	5	was	O
1150	6	outplayed	O
1150	7	from	O
1150	8	the	O
1150	9	back	O
1150	10	court	O
1150	11	by	O
1150	12	the	O
1150	13	24	B-DATE
1150	14	-	I-DATE
1150	15	year	I-DATE
1150	16	-	I-DATE
1150	17	old	I-DATE
1150	18	Tillstrom	B-PERSON
1150	19	.	O
1151	0	The	O
1151	1	sixth	B-ORDINAL
1151	2	-	O
1151	3	ranked	O
1151	4	Ivanisevic	B-ORG
1151	5	,	O
1151	6	who	O
1151	7	lost	O
1151	8	in	O
1151	9	the	O
1151	10	final	O
1151	11	at	O
1151	12	Indianapolis	B-GPE
1151	13	to	O
1151	14	world	O
1151	15	number	O
1151	16	one	B-CARDINAL
1151	17	Pete	B-PERSON
1151	18	Sampras	I-PERSON
1151	19	of	O
1151	20	the	O
1151	21	U.S.	B-GPE
1151	22	last	B-DATE
1151	23	Sunday	I-DATE
1151	24	,	O
1151	25	made	O
1151	26	a	O
1151	27	quick	O
1151	28	getaway	O
1151	29	after	O
1151	30	his	O
1151	31	loss	O
1151	32	but	O
1151	33	did	O
1151	34	say	O
1151	35	:	O
1151	36	""""	O
1151	37	Something	O
1151	38	was	O
1151	39	not	O
1151	40	there	O
1151	41	when	O
1151	42	I	O
1151	43	arrived	O
1151	44	(	O
1151	45	in	O
1151	46	Toronto	B-GPE
1151	47	)	O
1151	48	.	O
1152	0	I	O
1152	1	did	O
1152	2	n't	O
1152	3	feel	O
1152	4	good	O
1152	5	.	O
1153	0	And	O
1153	1	I	O
1153	2	did	O
1153	3	n't	O
1153	4	have	O
1153	5	a	O
1153	6	good	O
1153	7	feeling	O
1153	8	as	O
1153	9	soon	O
1153	10	as	O
1153	11	I	O
1153	12	lost	O
1153	13	in	O
1153	14	my	O
1153	15	doubles	O
1153	16	(	O
1153	17	on	O
1153	18	Tuesday	B-DATE
1153	19	)	O
1153	20	.	O
1153	21	""""	O
1154	0	""""	O
1154	1	I	O
1154	2	thought	O
1154	3	he	O
1154	4	looked	O
1154	5	a	O
1154	6	little	O
1154	7	unfocused	O
1154	8	at	O
1154	9	certain	O
1154	10	times	O
1154	11	on	O
1154	12	his	O
1154	13	ground	O
1154	14	strokes	O
1154	15	,	O
1154	16	""""	O
1154	17	said	O
1154	18	Tillstrom	B-PERSON
1154	19	.	O
1155	0	The	O
1155	1	19	B-DATE
1155	2	-	I-DATE
1155	3	year	I-DATE
1155	4	-	I-DATE
1155	5	old	I-DATE
1155	6	Philippoussis	O
1155	7	,	O
1155	8	who	O
1155	9	beat	O
1155	10	Sampras	B-PERSON
1155	11	in	O
1155	12	the	O
1155	13	third	B-ORDINAL
1155	14	round	O
1155	15	of	O
1155	16	this	O
1155	17	year	B-DATE
1155	18	's	O
1155	19	Australian	B-EVENT
1155	20	Open	I-EVENT
1155	21	,	O
1155	22	stayed	O
1155	23	calm	O
1155	24	in	O
1155	25	a	O
1155	26	nervy	O
1155	27	third	B-ORDINAL
1155	28	-	O
1155	29	set	O
1155	30	tie	O
1155	31	break	O
1155	32	against	O
1155	33	Rosset	B-ORG
1155	34	.	O
1156	0	""""	O
1156	1	I	O
1156	2	'	O
1156	3	m	O
1156	4	pleased	O
1156	5	because	O
1156	6	I	O
1156	7	did	O
1156	8	n't	O
1156	9	play	O
1156	10	that	O
1156	11	great	O
1156	12	today	B-DATE
1156	13	,	O
1156	14	but	O
1156	15	I	O
1156	16	fought	O
1156	17	really	O
1156	18	well	O
1156	19	,	O
1156	20	""""	O
1156	21	he	O
1156	22	said	O
1156	23	.	O
1156	24	""""	O
1157	0	When	O
1157	1	I	O
1157	2	was	O
1157	3	down	O
1157	4	2	B-CARDINAL
1157	5	-	O
1157	6	5	O
1157	7	in	O
1157	8	the	O
1157	9	tiebreak	O
1157	10	(	O
1157	11	in	O
1157	12	the	O
1157	13	third	B-ORDINAL
1157	14	set	O
1157	15	)	O
1157	16	,	O
1157	17	I	O
1157	18	just	O
1157	19	thought	O
1157	20	about	O
1157	21	winning	O
1157	22	my	O
1157	23	two	B-CARDINAL
1157	24	serves	O
1157	25	and	O
1157	26	hoped	O
1157	27	that	O
1157	28	he	O
1157	29	might	O
1157	30	get	O
1157	31	tight	O
1157	32	.	O
1158	0	Then	O
1158	1	he	O
1158	2	shanked	O
1158	3	a	O
1158	4	forehand	O
1158	5	at	O
1158	6	to	O
1158	7	make	O
1158	8	it	O
1158	9	5	B-CARDINAL
